MAROB_ID,IID,MESSZEIT,KENNUNG,GEOGR_BREITE,GEOGR_LAENGE,FEUCHTTEMPERATUR,WASSERTEMPERATUR,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER
8773461,10256,2019-04-15 01:00,9V8896, 28.5000,-068.6000,, 23.80, 1021.60,20000,3
8773443,256,2019-04-15 01:00,9V8896, 28.5000,-068.6000,, 23.80, 1021.60,20010,3
8827342,10256,2019-04-15 01:00,A8RH6, 01.1000, 004.0000, 25.20, 29.50, 1011.10,20000,3
8827339,256,2019-04-15 01:00,A8RH6, 01.1000, 004.0000,, 29.50, 1011.10,20010,3
8826978,256,2019-04-15 01:00,A8ZU9,-23.4000,-044.0000,,, 1016.50,20010,2
8763675,10384,2019-04-15 01:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.50,,509
8824802,10384,2019-04-15 01:00,DBEA, 54.0000, 008.2000,, 07.20, 1029.10,,509
8763352,10384,2019-04-15 01:00,DBEA, 54.0000, 008.2000,, 07.00, 1031.00,,509
8780265,10384,2019-04-15 01:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.30,,509
8763674,10384,2019-04-15 01:00,DBFH, 53.5000, 008.6000,, 07.10, 1029.00,,509
8780111,10384,2019-04-15 01:00,DBFI, 53.9000, 008.7000,, 09.40, 1030.70,,509
8780067,10384,2019-04-15 01:00,DBFX, 53.5000, 008.6000,, 10.20, 1029.70,,509
8763679,10384,2019-04-15 01:00,DBJM, 54.0000, 008.5000,, 07.30, 1030.90,,509
8789156,384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 09.20, 1032.20,,509
8789376,384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 08.80, 1032.30,,509
8789380,10384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 08.80, 1032.30,,509
8789317,10384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 09.20, 1032.20,,509
8826904,10384,2019-04-15 01:00,DBLK,-53.2000,-070.9000,, 08.30, 0993.60,,509
8826865,384,2019-04-15 01:00,DBLK,-53.2000,-070.9000,, 08.30, 0993.60,,509
8773442,256,2019-04-15 01:00,DCPX2, 06.9000, 136.1000,, 28.00, 1011.00,20010,3
8773460,10256,2019-04-15 01:00,DCPX2, 06.9000, 136.1000, 29.00, 28.00, 1011.00,20000,3
8826727,10384,2019-04-15 01:00,EUCDE14, 08.8600,-079.4800,,, 1012.10,,
8784272,10384,2019-04-15 02:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.60,,509
8784271,10384,2019-04-15 02:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.70,,509
8784260,10384,2019-04-15 02:00,DBFX, 53.5000, 008.6000,, 10.20, 1029.70,,509
8789366,384,2019-04-15 02:00,DBKR, 54.1000, 012.1000,, 08.70, 1032.10,,509
8789358,10384,2019-04-15 02:00,DBKR, 54.1000, 012.1000,, 08.70, 1032.10,,509
8831853,384,2019-04-15 02:00,DBKV, 54.3000, 010.2000,, 07.90, 1029.40,,509
8831858,384,2019-04-15 02:00,DBND, 54.3000, 010.2000,, 08.20, 1029.50,,509
8831859,384,2019-04-15 02:00,EUCDE08, 49.9000,-003.5000,, 10.90, 1012.40,,509
8831881,384,2019-04-15 02:00,EUCDE09, 48.9000,-067.9000,, 02.90, 1000.50,,509
8831888,384,2019-04-15 02:00,EUCDE19, 33.1000, 137.7000,,, 1014.80,,509
8831872,384,2019-04-15 02:00,EUCDE25, 32.7000,-016.7000,,, 1020.80,,509
8836740,384,2019-04-15 03:00,6201065, 54.0000, 006.6000,,, 1026.70,,509
8775437,384,2019-04-15 03:00,6201065, 54.0000, 006.6000,,, 1031.00,,509
8836739,384,2019-04-15 03:00,6201066, 55.2000, 007.2000,,, 1029.00,,509
8775447,384,2019-04-15 03:00,6201066, 55.2000, 007.2000,,, 1033.20,,509
8776196,10256,2019-04-15 03:00,A8EG9, 12.1000,-073.7000, 24.50,, 1012.20,10000,5
8776336,256,2019-04-15 03:00,A8EG9, 12.1000,-073.7000,,, 1012.20,10010,5
8775347,256,2019-04-15 03:00,A8NQ6, 26.5000,-114.8000,,, 1012.00,20010,2
8775312,10256,2019-04-15 03:00,A8NQ6, 26.5000,-114.8000, 19.00,, 1012.00,20000,2
8781276,256,2019-04-15 03:00,A8PC7, 12.7000,-082.0000,,, 1014.00,20010,510
8781305,10256,2019-04-15 03:00,A8PC7, 12.7000,-082.0000, 24.50,, 1014.00,20000,
8778955,10256,2019-04-15 03:00,A8PG8, 16.2000,-082.7000, 25.00, 28.00, 1012.00,10000,0
8779297,256,2019-04-15 03:00,A8PG8, 16.2000,-082.7000,, 28.00, 1012.00,10010,0
8776604,256,2019-04-15 03:00,A8VE3, 21.0000, 121.0000,, 28.20, 1014.00,10010,58
8776253,10256,2019-04-15 03:00,A8VE3, 21.0000, 121.0000, 23.60, 28.20, 1014.00,10000,58
8836629,10256,2019-04-15 03:00,A8ZE4, 08.0000, 108.5000,, 30.80, 1009.10,10000,3
8836653,256,2019-04-15 03:00,A8ZE4, 08.0000, 108.5000,, 30.80, 1009.10,10010,3
8774424,10384,2019-04-15 03:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.60,,509
8835796,10384,2019-04-15 03:00,DBBA, 54.1000, 012.1000,, 09.00, 1028.80,,509
8836794,10384,2019-04-15 03:00,DBBE, 13.4000,-123.2000,, 26.90, 1011.90,,509
8775409,10384,2019-04-15 03:00,DBBE, 12.9000,-120.9000,, 27.00, 1011.30,,509
8837149,10256,2019-04-15 03:00,DBBH, 16.7000,-062.1000,, 26.50, 1017.90,20000,2
8837201,256,2019-04-15 03:00,DBBH, 16.7000,-062.1000,, 26.50, 1017.90,20010,2
8775615,384,2019-04-15 03:00,DBBH, 16.5000,-061.9000,, 26.70, 1016.70,,509
8775669,10384,2019-04-15 03:00,DBBH, 16.5000,-061.9000,, 26.70, 1016.70,,509
8836680,10384,2019-04-15 03:00,DBBT,-29.3000,-037.0000,, 24.50, 1020.50,,509
8836709,384,2019-04-15 03:00,DBBT,-29.3000,-037.0000,, 24.50, 1020.50,,509
8774154,10384,2019-04-15 03:00,DBEA, 54.0000, 008.2000,, 07.00, 1030.80,,509
8789432,10384,2019-04-15 03:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.50,,509
8774425,10384,2019-04-15 03:00,DBFH, 53.5000, 008.6000,, 06.50, 1029.30,,509
8851105,10384,2019-04-15 03:00,DBFI, 53.9000, 008.7000,, 09.50, 1026.80,,509
8789430,10384,2019-04-15 03:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.80,,509
8789357,10384,2019-04-15 03:00,DBFX, 53.5000, 008.6000,, 10.20, 1030.00,,509
8835823,10384,2019-04-15 03:00,DBJM, 53.9000, 008.9000,, 08.90, 1027.40,,509
8774444,10384,2019-04-15 03:00,DBJM, 54.0000, 008.5000,, 07.60, 1031.10,,509
8789544,384,2019-04-15 03:00,DBKR, 54.1000, 012.1000,, 08.70, 1031.80,,509
8789546,10384,2019-04-15 03:00,DBKR, 54.1000, 012.1000,, 08.70, 1031.80,,509
8836692,384,2019-04-15 03:00,DBKV, 54.3000, 010.2000,, 08.00, 1028.70,,509
8775336,384,2019-04-15 03:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.30,,509
8775972,10384,2019-04-15 03:00,DBKV, 54.3300, 010.1800,, 07.74, 1032.30,,
8776178,10384,2019-04-15 03:00,DBLK,-52.9000,-070.8000,, 08.00, 0996.30,,509
8776108,384,2019-04-15 03:00,DBLK,-52.9000,-070.8000,, 08.00, 0996.30,,509
8836637,384,2019-04-15 03:00,DBND, 54.3000, 010.2000,, 08.30, 1028.90,,509
8775973,10384,2019-04-15 03:00,DBND, 54.3300, 010.1500,, 07.94, 1032.50,,
8775337,384,2019-04-15 03:00,DBND, 54.3000, 010.2000,, 07.90, 1032.50,,509
8836791,10256,2019-04-15 03:00,DDSD2, 35.4000,-008.1000,, 17.90, 1019.50,10000,3
8836738,256,2019-04-15 03:00,DDSD2, 35.4000,-008.1000,, 17.90, 1019.50,10010,3
8775121,256,2019-04-15 03:00,DDSD2, 34.2000,-012.5000,, 17.90, 1015.50,10010,3
8775125,10256,2019-04-15 03:00,DDSD2, 34.2000,-012.5000,, 17.90, 1015.50,10000,3
8778612,10256,2019-04-15 03:00,DDYL2, 45.5000, 154.3000,, 01.00, 1022.70,10000,2
8778627,256,2019-04-15 03:00,DDYL2, 45.5000, 154.3000,, 01.00, 1022.70,10010,2
8775311,10256,2019-04-15 03:00,DEFY, 39.5000,-023.9000, 10.90, 15.00, 1013.60,10000,1
8775331,256,2019-04-15 03:00,DEFY, 39.5000,-023.9000,, 15.00, 1013.60,10010,1
8776675,10256,2019-04-15 03:00,DFGX2, 36.7000, 132.4000, 11.60, 12.00, 1017.80,20000,2
8776730,256,2019-04-15 03:00,DFGX2, 36.7000, 132.4000,, 12.00, 1017.80,20010,2
8778881,256,2019-04-15 03:00,DFNB2, 34.6000, 122.2000,, 09.00, 1021.90,4010,0
8778901,10256,2019-04-15 03:00,DFNB2, 34.6000, 122.2000,, 09.00, 1021.90,4000,0
8778500,10256,2019-04-15 03:00,DGWD2, 10.8000, 108.7000,, 29.00, 1012.20,20000,2
8778558,256,2019-04-15 03:00,DGWD2, 10.8000, 108.7000,, 29.00, 1012.20,20010,2
8836607,256,2019-04-15 03:00,DHBN,-34.1000, 163.0000,, 23.00, 1023.70,20010,3
8836486,10256,2019-04-15 03:00,DHBN,-34.1000, 163.0000, 16.00, 23.00, 1023.70,20000,3
8775131,10256,2019-04-15 03:00,DHBN,-34.2000, 167.3000, 15.50, 23.00, 1022.30,20000,2
8775126,10256,2019-04-15 03:00,DIHC, 47.0000, 161.3000, 03.10, 02.00, 1024.90,20000,1
8775123,256,2019-04-15 03:00,DIHC, 47.0000, 161.3000,, 02.00, 1024.90,20010,1
8779299,256,2019-04-15 03:00,DITI2, 26.4000,-095.2000,,, 1018.00,20010,2
8778960,10256,2019-04-15 03:00,DITI2, 26.4000,-095.2000, 16.00,, 1018.00,20000,2
8836628,10256,2019-04-15 03:00,DJQB2, 14.3000,-072.2000,, 25.00, 1015.20,20000,3
8836528,256,2019-04-15 03:00,DJQB2, 14.3000,-072.2000,, 25.00, 1015.20,20010,3
8776025,256,2019-04-15 03:00,DJQB2, 16.7000,-069.6000,, 25.00, 1016.20,20010,2
8776073,10256,2019-04-15 03:00,DJQB2, 16.7000,-069.6000,, 25.00, 1016.20,20000,2
8775993,256,2019-04-15 03:00,DJQC2,-19.8000,-075.2000,, 21.00, 1015.70,20010,2
8776074,10256,2019-04-15 03:00,DJQC2,-19.8000,-075.2000,, 21.00, 1015.70,20000,2
8837213,256,2019-04-15 03:00,DJQC2,-15.7000,-076.3000,, 22.00, 1013.60,20010,2
8775976,10384,2019-04-15 03:00,EUCDE08, 50.6600, 000.7400,, 09.99, 1024.40,,
8775340,384,2019-04-15 03:00,EUCDE08, 50.7000, 000.7000,, 10.00, 1024.40,,509
8836687,384,2019-04-15 03:00,EUCDE08, 49.9000,-003.9000,, 11.00, 1012.20,,509
8775913,10384,2019-04-15 03:00,EUCDE09, 47.2000,-070.6000,, 02.69, 1010.20,,
8836700,384,2019-04-15 03:00,EUCDE09, 49.0000,-067.7000,, 02.80, 0998.70,,509
8836701,384,2019-04-15 03:00,EUCDE19, 33.2000, 138.1000,,, 1014.00,,509
8775912,10384,2019-04-15 03:00,EUCDE19, 31.9100, 134.2200,,, 1013.50,,
8775345,384,2019-04-15 03:00,EUCDE19, 31.9000, 134.2000,,, 1013.50,,509
8836632,384,2019-04-15 03:00,EUCDE27, 36.7000,-045.6000,,, 1019.90,,509
8780590,384,2019-04-15 04:00,6201065, 54.0000, 006.6000,,, 1031.00,,509
8780591,384,2019-04-15 04:00,6201066, 55.2000, 007.2000,,, 1032.90,,509
8781251,10256,2019-04-15 04:00,A8OH4, 12.4000,-087.2000, 26.00,, 1010.00,,2
8781176,256,2019-04-15 04:00,A8OH4, 12.4000,-087.2000,,, 1010.00,,2
8779335,10384,2019-04-15 04:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
8780629,10384,2019-04-15 04:00,DBBE, 12.9000,-121.1000,, 26.80, 1011.90,,509
8780775,384,2019-04-15 04:00,DBBH, 16.5000,-061.9000,, 26.60, 1016.80,,509
8780776,10384,2019-04-15 04:00,DBBH, 16.5000,-061.9000,, 26.60, 1016.80,,509
8780052,10384,2019-04-15 04:00,DBBT,-30.2000,-036.9000,, 24.40, 1020.80,,509
8779192,10384,2019-04-15 04:00,DBEA, 54.0000, 008.2000,, 07.10, 1030.90,,509
8794718,10384,2019-04-15 04:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.10,,509
8779336,10384,2019-04-15 04:00,DBFH, 53.5000, 008.6000,, 06.30, 1029.20,,509
8794717,10384,2019-04-15 04:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.60,,509
8794685,10384,2019-04-15 04:00,DBFX, 53.5000, 008.6000,, 10.20, 1030.00,,509
8780109,10384,2019-04-15 04:00,DBJM, 54.0000, 008.5000,, 07.40, 1030.70,,509
8789157,384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 09.00, 1032.00,,509
8789318,10384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 09.00, 1032.00,,509
8781026,10384,2019-04-15 04:00,DBKV, 54.3300, 010.1800,, 07.74, 1032.20,,
8780384,384,2019-04-15 04:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.20,,509
8842453,10384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
8842486,384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
8781252,10384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
8781178,384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
8780381,384,2019-04-15 04:00,DBND, 54.3000, 010.2000,, 07.90, 1032.20,,509
8781025,10384,2019-04-15 04:00,DBND, 54.3300, 010.1500,, 07.86, 1032.20,,
8782258,10256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4000,10
8782256,256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4010,10
8841813,384,2019-04-15 04:00,EUCDE04, 53.5000,-003.6000,,, 1013.40,,509
8781029,10384,2019-04-15 04:00,EUCDE08, 50.5600, 000.3700,, 10.17, 1023.70,,
8780388,384,2019-04-15 04:00,EUCDE08, 50.6000, 000.4000,, 10.20, 1023.70,,509
8780428,384,2019-04-15 04:00,EUCDE09, 47.4000,-070.4000,, 02.70, 1009.30,,509
8780991,10384,2019-04-15 04:00,EUCDE09, 47.4200,-070.4400,, 02.69, 1009.30,,
8780391,384,2019-04-15 04:00,EUCDE19, 32.0000, 134.6000,,, 1013.50,,509
8780976,10384,2019-04-15 04:00,EUCDE19, 32.0100, 134.5600,,, 1013.50,,
8784693,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1030.90,,509
8846832,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1025.50,,509
8846830,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1027.80,,509
8784692,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1032.80,,509
8787523,256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000,, 30.60, 1011.00,10010,62
8787584,10256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000, 28.00, 30.60, 1011.00,10000,62
8785832,10256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000, 16.00, 17.00, 1012.00,10000,3
8785816,256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000,, 17.00, 1012.00,10010,3
8787524,256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000,, 24.00, 1009.60,20010,3
8787583,10256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000, 23.00, 24.00, 1009.60,20000,3
8783595,384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
8783610,10384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
8784718,10384,2019-04-15 05:00,DBBE, 13.0000,-121.3000,, 26.90, 1012.20,,509
8846853,10384,2019-04-15 05:00,DBBE, 13.5000,-123.6000,, 27.00, 1013.70,,509
8847254,384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
8847324,10384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
8785193,384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
8785177,10384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
8846813,10384,2019-04-15 05:00,DBBT,-29.3000,-037.0000,, 24.50, 1019.90,,509
8785810,10384,2019-04-15 05:00,DBBT,-30.2000,-036.9000,, 24.50, 1020.30,,509
8783508,10384,2019-04-15 05:00,DBEA, 54.0000, 008.2000,, 07.10, 1030.50,,509
8800173,10384,2019-04-15 05:00,DBFC, 54.3000, 012.2000,, 05.10, 1032.10,,509
8783611,10384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 05.90, 1029.20,,509
8800172,10384,2019-04-15 05:00,DBFI, 53.9000, 008.7000,, 09.20, 1030.60,,509
8800160,10384,2019-04-15 05:00,DBFX, 53.5000, 008.6000,, 10.10, 1030.00,,509
8783632,10384,2019-04-15 05:00,DBJM, 54.0000, 008.5000,, 07.20, 1030.50,,509
8789315,10384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
8851030,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 09.90, 1028.30,,509
8789154,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
8847314,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.99, 1028.00,,
8846807,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 08.00, 1028.00,,509
8784526,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 07.80, 1032.20,,509
8785152,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.79, 1032.20,,
8785356,10384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
8785325,384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
8847501,10384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
8847436,384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
8784528,384,2019-04-15 05:00,DBND, 54.3000, 010.2000,, 08.00, 1032.30,,509
8847309,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.38, 1028.10,,
8785153,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.02, 1032.30,,
8847281,10384,2019-04-15 05:00,EUCDE08, 49.7900,-004.6500,, 11.05, 1010.90,,
8784509,384,2019-04-15 05:00,EUCDE08, 50.5000, 000.0000,, 10.50, 1023.10,,509
8785125,10384,2019-04-15 05:00,EUCDE08, 50.4800,-000.0100,, 10.53, 1023.10,,
8784499,384,2019-04-15 05:00,EUCDE09, 47.5000,-070.1000,, 02.90, 1009.00,,509
8847283,10384,2019-04-15 05:00,EUCDE09, 49.1300,-067.1600,, 01.95, 0993.00,,
8785130,10384,2019-04-15 05:00,EUCDE09, 47.5400,-070.1500,, 02.92, 1009.00,,
8784527,384,2019-04-15 05:00,EUCDE19, 32.1000, 134.9000,,, 1013.60,,509
8847289,10384,2019-04-15 05:00,EUCDE19, 33.3900, 138.7900,,, 1013.50,,
8785126,10384,2019-04-15 05:00,EUCDE19, 32.1100, 134.8900,,, 1013.60,,
8785128,10384,2019-04-15 05:00,EUCDE25, 32.7400,-016.7100,,, 1018.00,,
8787691,256,2019-04-15 05:00,V7WU3, 33.0000, 159.7000,, 17.00, 1028.00,20010,3
8787680,10256,2019-04-15 05:00,V7WU3, 33.0000, 159.7000, 09.50, 17.00, 1028.00,20000,3
8789886,384,2019-04-15 06:00,6201065, 54.0000, 006.6000,,, 1030.60,,509
8789887,384,2019-04-15 06:00,6201066, 55.2000, 007.2000,,, 1032.80,,509
8791207,256,2019-04-15 06:00,9HA3769, 36.2000, 121.1000,,, 1017.50,4010,5
8791209,10256,2019-04-15 06:00,9HA3769, 36.2000, 121.1000, 10.50,, 1017.50,4000,5
8790358,10256,2019-04-15 06:00,9HA4143, 15.7000, 113.0000, 26.00, 30.00, 1011.00,20000,2
8790667,256,2019-04-15 06:00,9HA4143, 15.7000, 113.0000,, 30.00, 1011.00,20010,2
8885298,10256,2019-04-15 06:00,9V8402,-10.4000, 140.4000,, 29.00, 1009.50,20000,2
8885261,256,2019-04-15 06:00,9V8402,-10.4000, 140.4000,, 29.00, 1009.50,20010,2
8794715,10256,2019-04-15 06:00,A8GU6, 33.7000,-076.9000, 22.00, 22.00, 1006.00,10000,3
8794747,256,2019-04-15 06:00,A8GU6, 33.7000,-076.9000,, 22.00, 1006.00,10010,3
8794748,256,2019-04-15 06:00,A8IE9, 47.8000,-172.5000,, 04.20, 1003.50,20010,3
8794716,10256,2019-04-15 06:00,A8IE9, 47.8000,-172.5000, 07.00, 04.20, 1003.50,20000,3
8790953,10256,2019-04-15 06:00,A8KM8, 05.7000, 081.4000, 26.00, 31.00, 1013.00,4000,63
8791537,256,2019-04-15 06:00,A8KM8, 05.7000, 081.4000,, 31.00, 1013.00,4010,63
8791533,256,2019-04-15 06:00,A8KY7, 31.5000, 126.8000,, 12.00, 1019.00,10010,2
8789381,10256,2019-04-15 06:00,A8KY7, 31.5000, 126.8000,, 12.00, 1019.00,10000,2
8803909,256,2019-04-15 06:00,A8LK7, 45.0000,-035.8000,,, 0990.00,,50
8803807,10256,2019-04-15 06:00,A8LK7, 45.0000,-035.8000, 12.00,, 0990.00,,50
8797964,10256,2019-04-15 06:00,A8LN2, 36.8000,-009.2000, 15.40, 17.20, 1013.00,10000,1
8797995,256,2019-04-15 06:00,A8LN2, 36.8000,-009.2000,, 17.20, 1013.00,10010,1
8790898,256,2019-04-15 06:00,A8RH6, 01.5000, 005.5000,, 32.10, 1012.20,20010,1
8790644,10256,2019-04-15 06:00,A8RH6, 01.5000, 005.5000, 24.50, 32.10, 1012.20,20000,1
8792677,10256,2019-04-15 06:00,A8VE3, 21.6000, 121.2000, 25.00, 28.00, 1012.00,20000,50
8792711,256,2019-04-15 06:00,A8VE3, 21.6000, 121.2000,, 28.00, 1012.00,20010,50
8789885,256,2019-04-15 06:00,CQIK3, 05.8000, 089.5000,, 30.00, 1012.20,10010,2
8789831,10256,2019-04-15 06:00,CQIK3, 05.8000, 089.5000, 25.00, 30.00, 1012.20,10000,2
8792846,256,2019-04-15 06:00,CQIN5, 12.6000, 044.9000,, 28.00, 1013.00,10010,3
8792833,10256,2019-04-15 06:00,CQIN5, 12.6000, 044.9000, 27.00, 28.00, 1013.00,10000,3
8792845,256,2019-04-15 06:00,CQIT,-11.8000, 042.6000,, 29.00, 1013.70,10010,3
8792835,10256,2019-04-15 06:00,CQIT,-11.8000, 042.6000, 25.00, 29.00, 1013.70,10000,3
8792843,256,2019-04-15 06:00,D5QI4, 04.0000, 052.8000,, 29.00, 1014.10,20010,1
8792831,10256,2019-04-15 06:00,D5QI4, 04.0000, 052.8000,, 29.00, 1014.10,20000,1
8792830,10256,2019-04-15 06:00,D5RG3, 36.4000,-008.9000,,, 1015.20,10000,2
8792844,256,2019-04-15 06:00,D5RG3, 36.4000,-008.9000,,, 1015.20,10010,2
8794713,10256,2019-04-15 06:00,D5RZ3, 16.4000, 111.0000, 30.00,, 1012.50,10000,2
8794745,256,2019-04-15 06:00,D5RZ3, 16.4000, 111.0000,,, 1012.50,10010,2
8794714,10256,2019-04-15 06:00,D5SI8, 15.3000, 113.1000, 32.00, 29.00, 1011.80,20000,509
8794746,256,2019-04-15 06:00,D5SI8, 15.3000, 113.1000,, 29.00, 1011.80,20010,509
8788663,10384,2019-04-15 06:00,DBBA, 54.4000, 012.4000,, 05.80, 1032.30,,509
8789918,10384,2019-04-15 06:00,DBBE, 13.0000,-121.5000,, 26.90, 1012.90,,509
8789339,384,2019-04-15 06:00,DBBT,-30.0000,-036.9000,, 24.60, 1019.90,,509
8789351,10384,2019-04-15 06:00,DBBT,-30.0000,-036.9000,, 24.60, 1019.90,,509
8788431,10384,2019-04-15 06:00,DBEA, 54.0000, 008.2000,, 07.20, 1030.70,,509
8788664,10384,2019-04-15 06:00,DBFH, 53.5000, 008.6000,, 05.50, 1029.50,,509
