Cluster ID,confidence_score,MAROB_ID,IID,MESSZEIT,KENNUNG,GEOGR_BREITE,GEOGR_LAENGE,FEUCHTTEMPERATUR,WASSERTEMPERATUR,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER
0,0.99998385,8773461,10256,2019-04-15 01:00,9V8896, 28.5000,-068.6000,, 23.80, 1021.60,20000,3
0,0.99998385,8773443,256,2019-04-15 01:00,9V8896, 28.5000,-068.6000,, 23.80, 1021.60,20010,3
1,0.99998385,8827342,10256,2019-04-15 01:00,A8RH6, 01.1000, 004.0000, 25.20, 29.50, 1011.10,20000,3
1,0.99998385,8827339,256,2019-04-15 01:00,A8RH6, 01.1000, 004.0000,, 29.50, 1011.10,20010,3
239,,8826978,256,2019-04-15 01:00,A8ZU9,-23.4000,-044.0000,,, 1016.50,20010,2
240,,8763675,10384,2019-04-15 01:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.50,,509
2,0.99993086,8824802,10384,2019-04-15 01:00,DBEA, 54.0000, 008.2000,, 07.20, 1029.10,,509
2,0.99993086,8763352,10384,2019-04-15 01:00,DBEA, 54.0000, 008.2000,, 07.00, 1031.00,,509
241,,8780265,10384,2019-04-15 01:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.30,,509
242,,8763674,10384,2019-04-15 01:00,DBFH, 53.5000, 008.6000,, 07.10, 1029.00,,509
243,,8780111,10384,2019-04-15 01:00,DBFI, 53.9000, 008.7000,, 09.40, 1030.70,,509
244,,8780067,10384,2019-04-15 01:00,DBFX, 53.5000, 008.6000,, 10.20, 1029.70,,509
245,,8763679,10384,2019-04-15 01:00,DBJM, 54.0000, 008.5000,, 07.30, 1030.90,,509
3,0.9999308586120605,8789156,384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 09.20, 1032.20,,509
3,0.9999308586120605,8789376,384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 08.80, 1032.30,,509
3,0.9999308586120605,8789380,10384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 08.80, 1032.30,,509
3,0.9999308586120605,8789317,10384,2019-04-15 01:00,DBKR, 54.1000, 012.1000,, 09.20, 1032.20,,509
4,0.99993086,8826904,10384,2019-04-15 01:00,DBLK,-53.2000,-070.9000,, 08.30, 0993.60,,509
4,0.99993086,8826865,384,2019-04-15 01:00,DBLK,-53.2000,-070.9000,, 08.30, 0993.60,,509
5,0.99998385,8773442,256,2019-04-15 01:00,DCPX2, 06.9000, 136.1000,, 28.00, 1011.00,20010,3
5,0.99998385,8773460,10256,2019-04-15 01:00,DCPX2, 06.9000, 136.1000, 29.00, 28.00, 1011.00,20000,3
246,,8826727,10384,2019-04-15 01:00,EUCDE14, 08.8600,-079.4800,,, 1012.10,,
247,,8784272,10384,2019-04-15 02:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.60,,509
248,,8784271,10384,2019-04-15 02:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.70,,509
249,,8784260,10384,2019-04-15 02:00,DBFX, 53.5000, 008.6000,, 10.20, 1029.70,,509
6,0.99993086,8789366,384,2019-04-15 02:00,DBKR, 54.1000, 012.1000,, 08.70, 1032.10,,509
6,0.99993086,8789358,10384,2019-04-15 02:00,DBKR, 54.1000, 012.1000,, 08.70, 1032.10,,509
250,,8831853,384,2019-04-15 02:00,DBKV, 54.3000, 010.2000,, 07.90, 1029.40,,509
251,,8831858,384,2019-04-15 02:00,DBND, 54.3000, 010.2000,, 08.20, 1029.50,,509
252,,8831859,384,2019-04-15 02:00,EUCDE08, 49.9000,-003.5000,, 10.90, 1012.40,,509
253,,8831881,384,2019-04-15 02:00,EUCDE09, 48.9000,-067.9000,, 02.90, 1000.50,,509
254,,8831888,384,2019-04-15 02:00,EUCDE19, 33.1000, 137.7000,,, 1014.80,,509
255,,8831872,384,2019-04-15 02:00,EUCDE25, 32.7000,-016.7000,,, 1020.80,,509
7,0.99993086,8836740,384,2019-04-15 03:00,6201065, 54.0000, 006.6000,,, 1026.70,,509
7,0.99993086,8775437,384,2019-04-15 03:00,6201065, 54.0000, 006.6000,,, 1031.00,,509
8,0.99993086,8836739,384,2019-04-15 03:00,6201066, 55.2000, 007.2000,,, 1029.00,,509
8,0.99993086,8775447,384,2019-04-15 03:00,6201066, 55.2000, 007.2000,,, 1033.20,,509
9,0.99998385,8776196,10256,2019-04-15 03:00,A8EG9, 12.1000,-073.7000, 24.50,, 1012.20,10000,5
9,0.99998385,8776336,256,2019-04-15 03:00,A8EG9, 12.1000,-073.7000,,, 1012.20,10010,5
10,0.99998385,8775347,256,2019-04-15 03:00,A8NQ6, 26.5000,-114.8000,,, 1012.00,20010,2
10,0.99998385,8775312,10256,2019-04-15 03:00,A8NQ6, 26.5000,-114.8000, 19.00,, 1012.00,20000,2
11,0.99999994,8781276,256,2019-04-15 03:00,A8PC7, 12.7000,-082.0000,,, 1014.00,20010,510
11,0.99999994,8781305,10256,2019-04-15 03:00,A8PC7, 12.7000,-082.0000, 24.50,, 1014.00,20000,
12,0.99999994,8778955,10256,2019-04-15 03:00,A8PG8, 16.2000,-082.7000, 25.00, 28.00, 1012.00,10000,0
12,0.99999994,8779297,256,2019-04-15 03:00,A8PG8, 16.2000,-082.7000,, 28.00, 1012.00,10010,0
13,0.99998385,8776604,256,2019-04-15 03:00,A8VE3, 21.0000, 121.0000,, 28.20, 1014.00,10010,58
13,0.99998385,8776253,10256,2019-04-15 03:00,A8VE3, 21.0000, 121.0000, 23.60, 28.20, 1014.00,10000,58
14,0.99998385,8836629,10256,2019-04-15 03:00,A8ZE4, 08.0000, 108.5000,, 30.80, 1009.10,10000,3
14,0.99998385,8836653,256,2019-04-15 03:00,A8ZE4, 08.0000, 108.5000,, 30.80, 1009.10,10010,3
256,,8774424,10384,2019-04-15 03:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.60,,509
257,,8835796,10384,2019-04-15 03:00,DBBA, 54.1000, 012.1000,, 09.00, 1028.80,,509
258,,8836794,10384,2019-04-15 03:00,DBBE, 13.4000,-123.2000,, 26.90, 1011.90,,509
259,,8775409,10384,2019-04-15 03:00,DBBE, 12.9000,-120.9000,, 27.00, 1011.30,,509
16,0.9999838471412659,8837149,10256,2019-04-15 03:00,DBBH, 16.7000,-062.1000,, 26.50, 1017.90,20000,2
16,0.9999838471412659,8837201,256,2019-04-15 03:00,DBBH, 16.7000,-062.1000,, 26.50, 1017.90,20010,2
15,0.9999308586120605,8775615,384,2019-04-15 03:00,DBBH, 16.5000,-061.9000,, 26.70, 1016.70,,509
15,0.9999308586120605,8775669,10384,2019-04-15 03:00,DBBH, 16.5000,-061.9000,, 26.70, 1016.70,,509
17,0.99993086,8836680,10384,2019-04-15 03:00,DBBT,-29.3000,-037.0000,, 24.50, 1020.50,,509
17,0.99993086,8836709,384,2019-04-15 03:00,DBBT,-29.3000,-037.0000,, 24.50, 1020.50,,509
260,,8774154,10384,2019-04-15 03:00,DBEA, 54.0000, 008.2000,, 07.00, 1030.80,,509
261,,8789432,10384,2019-04-15 03:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.50,,509
262,,8774425,10384,2019-04-15 03:00,DBFH, 53.5000, 008.6000,, 06.50, 1029.30,,509
18,0.99993086,8851105,10384,2019-04-15 03:00,DBFI, 53.9000, 008.7000,, 09.50, 1026.80,,509
18,0.99993086,8789430,10384,2019-04-15 03:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.80,,509
263,,8789357,10384,2019-04-15 03:00,DBFX, 53.5000, 008.6000,, 10.20, 1030.00,,509
264,,8835823,10384,2019-04-15 03:00,DBJM, 53.9000, 008.9000,, 08.90, 1027.40,,509
265,,8774444,10384,2019-04-15 03:00,DBJM, 54.0000, 008.5000,, 07.60, 1031.10,,509
19,0.99993086,8789544,384,2019-04-15 03:00,DBKR, 54.1000, 012.1000,, 08.70, 1031.80,,509
19,0.99993086,8789546,10384,2019-04-15 03:00,DBKR, 54.1000, 012.1000,, 08.70, 1031.80,,509
20,0.9999155425529358,8836692,384,2019-04-15 03:00,DBKV, 54.3000, 010.2000,, 08.00, 1028.70,,509
20,0.9999155425529358,8775336,384,2019-04-15 03:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.30,,509
20,0.999902606010437,8775972,10384,2019-04-15 03:00,DBKV, 54.3300, 010.1800,, 07.74, 1032.30,,
21,0.99993086,8776178,10384,2019-04-15 03:00,DBLK,-52.9000,-070.8000,, 08.00, 0996.30,,509
21,0.99993086,8776108,384,2019-04-15 03:00,DBLK,-52.9000,-070.8000,, 08.00, 0996.30,,509
22,0.9941968473433799,8836637,384,2019-04-15 03:00,DBND, 54.3000, 010.2000,, 08.30, 1028.90,,509
22,0.9917933940645022,8775973,10384,2019-04-15 03:00,DBND, 54.3300, 010.1500,, 07.94, 1032.50,,
22,0.9941968473433799,8775337,384,2019-04-15 03:00,DBND, 54.3000, 010.2000,, 07.90, 1032.50,,509
24,0.9999838471412659,8836791,10256,2019-04-15 03:00,DDSD2, 35.4000,-008.1000,, 17.90, 1019.50,10000,3
24,0.9999838471412659,8836738,256,2019-04-15 03:00,DDSD2, 35.4000,-008.1000,, 17.90, 1019.50,10010,3
23,0.9999838471412659,8775121,256,2019-04-15 03:00,DDSD2, 34.2000,-012.5000,, 17.90, 1015.50,10010,3
23,0.9999838471412659,8775125,10256,2019-04-15 03:00,DDSD2, 34.2000,-012.5000,, 17.90, 1015.50,10000,3
25,0.99998385,8778612,10256,2019-04-15 03:00,DDYL2, 45.5000, 154.3000,, 01.00, 1022.70,10000,2
25,0.99998385,8778627,256,2019-04-15 03:00,DDYL2, 45.5000, 154.3000,, 01.00, 1022.70,10010,2
26,0.99998385,8775311,10256,2019-04-15 03:00,DEFY, 39.5000,-023.9000, 10.90, 15.00, 1013.60,10000,1
26,0.99998385,8775331,256,2019-04-15 03:00,DEFY, 39.5000,-023.9000,, 15.00, 1013.60,10010,1
27,0.99998385,8776675,10256,2019-04-15 03:00,DFGX2, 36.7000, 132.4000, 11.60, 12.00, 1017.80,20000,2
27,0.99998385,8776730,256,2019-04-15 03:00,DFGX2, 36.7000, 132.4000,, 12.00, 1017.80,20010,2
28,0.99999994,8778881,256,2019-04-15 03:00,DFNB2, 34.6000, 122.2000,, 09.00, 1021.90,4010,0
28,0.99999994,8778901,10256,2019-04-15 03:00,DFNB2, 34.6000, 122.2000,, 09.00, 1021.90,4000,0
29,0.99998385,8778500,10256,2019-04-15 03:00,DGWD2, 10.8000, 108.7000,, 29.00, 1012.20,20000,2
29,0.99998385,8778558,256,2019-04-15 03:00,DGWD2, 10.8000, 108.7000,, 29.00, 1012.20,20010,2
30,0.9999838471412659,8836607,256,2019-04-15 03:00,DHBN,-34.1000, 163.0000,, 23.00, 1023.70,20010,3
30,0.9999838471412659,8836486,10256,2019-04-15 03:00,DHBN,-34.1000, 163.0000, 16.00, 23.00, 1023.70,20000,3
266,,8775131,10256,2019-04-15 03:00,DHBN,-34.2000, 167.3000, 15.50, 23.00, 1022.30,20000,2
31,0.99998385,8775126,10256,2019-04-15 03:00,DIHC, 47.0000, 161.3000, 03.10, 02.00, 1024.90,20000,1
31,0.99998385,8775123,256,2019-04-15 03:00,DIHC, 47.0000, 161.3000,, 02.00, 1024.90,20010,1
32,0.99998385,8779299,256,2019-04-15 03:00,DITI2, 26.4000,-095.2000,,, 1018.00,20010,2
32,0.99998385,8778960,10256,2019-04-15 03:00,DITI2, 26.4000,-095.2000, 16.00,, 1018.00,20000,2
34,0.9999838471412659,8836628,10256,2019-04-15 03:00,DJQB2, 14.3000,-072.2000,, 25.00, 1015.20,20000,3
34,0.9999838471412659,8836528,256,2019-04-15 03:00,DJQB2, 14.3000,-072.2000,, 25.00, 1015.20,20010,3
33,0.9999838471412659,8776025,256,2019-04-15 03:00,DJQB2, 16.7000,-069.6000,, 25.00, 1016.20,20010,2
33,0.9999838471412659,8776073,10256,2019-04-15 03:00,DJQB2, 16.7000,-069.6000,, 25.00, 1016.20,20000,2
35,0.9999838471412659,8775993,256,2019-04-15 03:00,DJQC2,-19.8000,-075.2000,, 21.00, 1015.70,20010,2
35,0.9999838471412659,8776074,10256,2019-04-15 03:00,DJQC2,-19.8000,-075.2000,, 21.00, 1015.70,20000,2
267,,8837213,256,2019-04-15 03:00,DJQC2,-15.7000,-076.3000,, 22.00, 1013.60,20010,2
36,0.9955557583755333,8775976,10384,2019-04-15 03:00,EUCDE08, 50.6600, 000.7400,, 09.99, 1024.40,,
36,0.9955557583755333,8775340,384,2019-04-15 03:00,EUCDE08, 50.7000, 000.7000,, 10.00, 1024.40,,509
268,,8836687,384,2019-04-15 03:00,EUCDE08, 49.9000,-003.9000,, 11.00, 1012.20,,509
269,,8775913,10384,2019-04-15 03:00,EUCDE09, 47.2000,-070.6000,, 02.69, 1010.20,,
270,,8836700,384,2019-04-15 03:00,EUCDE09, 49.0000,-067.7000,, 02.80, 0998.70,,509
271,,8836701,384,2019-04-15 03:00,EUCDE19, 33.2000, 138.1000,,, 1014.00,,509
37,0.9999826550483704,8775912,10384,2019-04-15 03:00,EUCDE19, 31.9100, 134.2200,,, 1013.50,,
37,0.9999826550483704,8775345,384,2019-04-15 03:00,EUCDE19, 31.9000, 134.2000,,, 1013.50,,509
272,,8836632,384,2019-04-15 03:00,EUCDE27, 36.7000,-045.6000,,, 1019.90,,509
273,,8780590,384,2019-04-15 04:00,6201065, 54.0000, 006.6000,,, 1031.00,,509
274,,8780591,384,2019-04-15 04:00,6201066, 55.2000, 007.2000,,, 1032.90,,509
38,0.99993086,8781251,10256,2019-04-15 04:00,A8OH4, 12.4000,-087.2000, 26.00,, 1010.00,,2
38,0.99993086,8781176,256,2019-04-15 04:00,A8OH4, 12.4000,-087.2000,,, 1010.00,,2
275,,8779335,10384,2019-04-15 04:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
276,,8780629,10384,2019-04-15 04:00,DBBE, 12.9000,-121.1000,, 26.80, 1011.90,,509
39,0.99993086,8780775,384,2019-04-15 04:00,DBBH, 16.5000,-061.9000,, 26.60, 1016.80,,509
39,0.99993086,8780776,10384,2019-04-15 04:00,DBBH, 16.5000,-061.9000,, 26.60, 1016.80,,509
277,,8780052,10384,2019-04-15 04:00,DBBT,-30.2000,-036.9000,, 24.40, 1020.80,,509
278,,8779192,10384,2019-04-15 04:00,DBEA, 54.0000, 008.2000,, 07.10, 1030.90,,509
279,,8794718,10384,2019-04-15 04:00,DBFC, 54.4000, 012.4000,, 05.50, 1032.10,,509
280,,8779336,10384,2019-04-15 04:00,DBFH, 53.5000, 008.6000,, 06.30, 1029.20,,509
281,,8794717,10384,2019-04-15 04:00,DBFI, 53.9000, 008.7000,, 09.30, 1030.60,,509
282,,8794685,10384,2019-04-15 04:00,DBFX, 53.5000, 008.6000,, 10.20, 1030.00,,509
283,,8780109,10384,2019-04-15 04:00,DBJM, 54.0000, 008.5000,, 07.40, 1030.70,,509
40,0.99993086,8789157,384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 09.00, 1032.00,,509
40,0.99993086,8789318,10384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 09.00, 1032.00,,509
41,0.9999026,8781026,10384,2019-04-15 04:00,DBKV, 54.3300, 010.1800,, 07.74, 1032.20,,
41,0.9999026,8780384,384,2019-04-15 04:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.20,,509
43,0.9999308586120605,8842453,10384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
43,0.9999308586120605,8842486,384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
42,0.9999308586120605,8781252,10384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
42,0.9999308586120605,8781178,384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
44,0.9917934,8780381,384,2019-04-15 04:00,DBND, 54.3000, 010.2000,, 07.90, 1032.20,,509
44,0.9917934,8781025,10384,2019-04-15 04:00,DBND, 54.3300, 010.1500,, 07.86, 1032.20,,
45,0.99998474,8782258,10256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4000,10
45,0.99998474,8782256,256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4010,10
284,,8841813,384,2019-04-15 04:00,EUCDE04, 53.5000,-003.6000,,, 1013.40,,509
46,0.9989855,8781029,10384,2019-04-15 04:00,EUCDE08, 50.5600, 000.3700,, 10.17, 1023.70,,
46,0.9989855,8780388,384,2019-04-15 04:00,EUCDE08, 50.6000, 000.4000,, 10.20, 1023.70,,509
47,0.99920696,8780428,384,2019-04-15 04:00,EUCDE09, 47.4000,-070.4000,, 02.70, 1009.30,,509
47,0.99920696,8780991,10384,2019-04-15 04:00,EUCDE09, 47.4200,-070.4400,, 02.69, 1009.30,,
48,0.99966544,8780391,384,2019-04-15 04:00,EUCDE19, 32.0000, 134.6000,,, 1013.50,,509
48,0.99966544,8780976,10384,2019-04-15 04:00,EUCDE19, 32.0100, 134.5600,,, 1013.50,,
49,0.99993086,8784693,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1030.90,,509
49,0.99993086,8846832,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1025.50,,509
50,0.99993086,8846830,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1027.80,,509
50,0.99993086,8784692,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1032.80,,509
51,0.99998385,8787523,256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000,, 30.60, 1011.00,10010,62
51,0.99998385,8787584,10256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000, 28.00, 30.60, 1011.00,10000,62
52,0.99998385,8785832,10256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000, 16.00, 17.00, 1012.00,10000,3
52,0.99998385,8785816,256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000,, 17.00, 1012.00,10010,3
53,0.99998385,8787524,256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000,, 24.00, 1009.60,20010,3
53,0.99998385,8787583,10256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000, 23.00, 24.00, 1009.60,20000,3
54,0.99993086,8783595,384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
54,0.99993086,8783610,10384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
285,,8784718,10384,2019-04-15 05:00,DBBE, 13.0000,-121.3000,, 26.90, 1012.20,,509
286,,8846853,10384,2019-04-15 05:00,DBBE, 13.5000,-123.6000,, 27.00, 1013.70,,509
56,0.9999308586120605,8847254,384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
56,0.9999308586120605,8847324,10384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
55,0.9999308586120605,8785193,384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
55,0.9999308586120605,8785177,10384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
287,,8846813,10384,2019-04-15 05:00,DBBT,-29.3000,-037.0000,, 24.50, 1019.90,,509
288,,8785810,10384,2019-04-15 05:00,DBBT,-30.2000,-036.9000,, 24.50, 1020.30,,509
289,,8783508,10384,2019-04-15 05:00,DBEA, 54.0000, 008.2000,, 07.10, 1030.50,,509
290,,8800173,10384,2019-04-15 05:00,DBFC, 54.3000, 012.2000,, 05.10, 1032.10,,509
291,,8783611,10384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 05.90, 1029.20,,509
292,,8800172,10384,2019-04-15 05:00,DBFI, 53.9000, 008.7000,, 09.20, 1030.60,,509
293,,8800160,10384,2019-04-15 05:00,DBFX, 53.5000, 008.6000,, 10.10, 1030.00,,509
294,,8783632,10384,2019-04-15 05:00,DBJM, 54.0000, 008.5000,, 07.20, 1030.50,,509
57,0.9999308586120605,8789315,10384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
57,0.9999308586120605,8851030,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 09.90, 1028.30,,509
57,0.9999308586120605,8789154,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
58,0.9999204778724637,8847314,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.99, 1028.00,,
58,0.9999110211449609,8846807,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 08.00, 1028.00,,509
58,0.9999110211449609,8784526,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 07.80, 1032.20,,509
58,0.9999204778724637,8785152,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.79, 1032.20,,
59,0.7711993490248171,8785356,10384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
59,0.7711993490248171,8785325,384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
59,0.7711993490248171,8847501,10384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
59,0.7711993490248171,8847436,384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
60,0.9917933940645022,8784528,384,2019-04-15 05:00,DBND, 54.3000, 010.2000,, 08.00, 1032.30,,509
60,0.9941970532869737,8847309,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.38, 1028.10,,
60,0.9941970532869737,8785153,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.02, 1032.30,,
295,,8847281,10384,2019-04-15 05:00,EUCDE08, 49.7900,-004.6500,, 11.05, 1010.90,,
61,0.9999906420707703,8784509,384,2019-04-15 05:00,EUCDE08, 50.5000, 000.0000,, 10.50, 1023.10,,509
